08-29 11:45:08.722     0     0 I I00000/HiLog: ========Zeroth log of type: init
08-30 16:42:50.621  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 2, name: BelowSpecificScene, isActive: true
08-30 16:42:50.621 31257 31257 I A000ff/HMKeyboard_pages_index: onKeyboardModeChange lastLayout: chinese, layout: chinese, locale: zh, shadowLocale: en_ZH
08-30 16:42:50.621 31257 31257 I A000ff/HMKeyboard_KeyPopContainer: do resetPop
08-30 16:42:50.622 31257 31257 I A000ff/HMKeyboard_InputManager: tryCommitContent
08-30 16:42:50.622 31257 31257 I A000ff/HMKeyboard_KeyboardToolWindow: panelPosition undefined
08-30 16:42:50.622 31257 31257 I A000ff/HMKeyboard_InputManager: ignore tryCommitContent
08-30 16:42:50.622 31257 31257 I A000ff/HMKeyboard_DictLoadManager: fullWrite: false, force: false, need: false, last: false
08-30 16:42:50.622 31257 31257 I A000ff/HMKeyboard_pages_index: onHandWriteModeChange not handwrite
08-30 16:42:50.623 31257 31257 I A000ff/HMKeyboard_JapanInputManager: Japan resetCandidateResult
08-30 16:42:50.623 31257 31257 I A000ff/HMKeyboard_pages_index: showPwdKeyboard resizePanel
08-30 16:42:50.623 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: adjustPanelRectDefault
08-30 16:42:50.623 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil: setScreenInfo call
08-30 16:42:50.623 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil: displayVersion = emulator 6.1.0.125(SP9DEVC00E16R1P1)
08-30 16:42:50.623 31257 31257 I A000ff/HMKeyboard_DisplayWrapper: getDisplayByIdSyncWrapper, displayId:0
08-30 16:42:50.624 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil: setScreenInfo, mScreenWidth = 2880,mScreenHeight = 1920,
08-30 16:42:50.624 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil:           densityPixels = 2,densityDPI = 320, rotation = 3,
08-30 16:42:50.624 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil:           isFoldAble = false , isVerde = false
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil: isExpand: false,size: 12.6,PPM: 10.815301913652762
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_KeyboardController: handleDisplayRotationChange isVerdeSingleModelChange : false 
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_FloatVoiceKbdManager: changeKeyboardModeIfNeed for configChange
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_FloatVoiceKbdManager: old: false, pre: false, cur: false, special? true
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_FloatVoiceKbdManager: setVoiceKbdMode: false
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_KbdCache: kbd cache clear
08-30 16:42:50.625 31257 31257 I A000ff/HMKeyboard_PrivateCommandManage: sendPrivateCommand: {"sys_cmd":1,"patternOption":0}
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: isRotation: true, defaultKbdMode: 0, kbdMode: 0 , island:true,isFoldWithExpandOrHalfFold:false
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: initCacheInfo, kbdMode : 0
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: initNormalKbdInfo
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: hasResetKdbHeightFlag:true hasRestKbdMarginRollbackFlag:true
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_BaseKbdManager: getKbdHeight, kdbHeight = 0, numberLineAddHeight = 0
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: kdbHeight:806.4
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: normal kbd height is : 806.4 , bottom is 0 , left is 0,right is :0,oneHandStatus is :0,thumbKeyboardHalfWidth is :0
08-30 16:42:50.626 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: changeFlag panel [object Object], newPanelFlag 0
08-30 16:42:50.627 31257 31257 I A000ff/HMKeyboard_InputPanel: changeFlag: 0
08-30 16:42:50.627 31257 31257 I A000ff/HMKeyboard_PrivateCommandManage: sendPrivateCommand: {"sys_cmd":1,"functionKeyColor":"#99000000","functionKeyPressColor":"#19000000"}
08-30 16:42:50.627 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 464.40000000000003, kbdHeightScene = 0
08-30 16:42:50.627 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 514.0799999999999, kbdHeightScene = 0
08-30 16:42:50.628 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 464.40000000000003, kbdHeightScene = 1
08-30 16:42:50.628 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 514.0799999999999, kbdHeightScene = 1
08-30 16:42:50.628 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: adjustPanelRectFullScreen avoidYLand 991, avoidYPort 1852, kbdHeightLand = 929, kbdHeightPort = 1028
08-30 16:42:50.628 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: adjustPanelEnhancedRect
08-30 16:42:50.628  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 6, name: AboveFloatContainerScene, isActive: true
08-30 16:42:50.629  1418  1418 I A04200/WINDOW: SCBScene: [SCBKeyboard] is scene session, id: 525
08-30 16:42:50.629 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: updateKbdStyle
08-30 16:42:50.629 31257 31257 I A000ff/HMKeyboard_DisplayWrapper: getDefaultDisplaySyncWrapper
08-30 16:42:50.629  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: enableShow, newState: 1, name: BelowScenePanel, isActive: true
08-30 16:42:50.629 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 464.40000000000003, kbdHeightScene = 1
08-30 16:42:50.629 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 464.40000000000003, kbdHeightScene = 2
08-30 16:42:50.630 31257 31257 I A000ff/HMKeyboard_pages_index: showPwdKeyboard isAlphaKeyboardExist is false, return
08-30 16:42:50.630 31257 31257 I A000ff/HMKeyboard_InputPanel: changeFlag: 0
08-30 16:42:50.630 31257 31257 I A000ff/HMKeyboard_KbdCache: kbd cache clear
08-30 16:42:50.630  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: ShowKeyboard id: 548, name: BelowScenePanel, rect: [0, 0, 2880, 1920]
08-30 16:42:50.630 31257 31257 I A000ff/HMKeyboard_IndexRefresh: onKbdRefreshState isKeyboardRefresh = false
08-30 16:42:50.631 31257 31257 I A000ff/HMKeyboard_IndexRefresh: onKbdRefreshState isKeyboardRefresh = false
08-30 16:42:50.631 31257 31257 I A000ff/HMKeyboard_IndexRefresh: onKbdRefreshState isKeyboardRefresh = false
08-30 16:42:50.643  1418  1418 I A04200/WINDOW: SCBScreen: [SCBKeyboardAnimate] translate: 806, keyboardOffset: 0, isActive: false, animCnt: 1
08-30 16:42:50.644  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 4, name: AboveSpecificScene, isActive: true
08-30 16:42:50.644  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 2, name: BelowSpecificScene, isActive: true
08-30 16:42:50.645  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 6, name: AboveFloatContainerScene, isActive: true
08-30 16:42:50.645  1418  1418 I A04200/WINDOW: SCBScene: [SCBKeyboard] is scene session, id: 525
08-30 16:42:50.645  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: enableShow, newState: 1, name: BelowScenePanel, isActive: true
08-30 16:42:50.645  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: ShowKeyboard id: 548, name: BelowScenePanel, rect: [0, 0, 2880, 1920]
08-30 16:42:50.646  1418  1418 I A04200/WINDOW: SCBInputMethodHelper: inputShowCallback isKeyboardShow: false sessionGravity: 1 callingSessionId: 525
08-30 16:42:50.646  1418  1418 W A0420b/WMSKeyboard: NotifyAnimationSyncCallbacks, callName: 1 2 3 5 63 
08-30 16:42:50.646  1418  1418 I A01b00/SCB: LuoShuStateManager --> getLuoShuStateInfo: SCBKeyboardSession {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:42:50.646  1418  1418 I A01b00/SCB: LuoShuStateManager --> getLuoShuStateInfo: SCBKeyboardSession {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:42:50.647  1418  1418 I A01b00/SCB: LuoShuStateManager --> isSupportHookScreenSize: 0 0, bundleName: undefined
08-30 16:42:50.647  1418  1418 I A0420b/WMSKeyboard: callingWindowState: 0 scaleX: 1 scaleY: 1
08-30 16:42:50.647  1418  1418 I A0420b/WMSKeyboard: closeKeyboardSyncTransaction id: 548
08-30 16:42:50.647  1418  1418 I A0420b/WMSKeyboard: keyboardStateChange, callingSessionId: 525, keyboardStateChange, EffectOption:[0, 0, 0, 0]
08-30 16:42:50.647  1418  1418 I A0420b/WMSKeyboard: ViewMode: 0,blurHeight: 0,FlowLightMode: false,GradientMode : false
08-30 16:42:50.648  1418  1418 I A0420b/WMSKeyboard: privateCommandCallback{"patternOption":0,"sys_cmd":1}
08-30 16:42:50.648  1418  1418 I A0420b/WMSKeyboard: privateCommandCallback{"functionKeyColor":"#99000000","sys_cmd":1,"functionKeyPressColor":"#19000000"}
08-30 16:42:50.649  1418  1418 I A0420b/WMSKeyboard: onNeedDefaultAnimationFlagChange, state: true
08-30 16:42:50.649  1418  1418 I A04200/WINDOW: SCBInputMethodHelper: onKeyboardGravityChange 1
08-30 16:42:50.649  1418  1418 I A0420b/WMSKeyboard: landscapeKeyboardRect: [0, 0, 2880, 1920], portraitKeyboardRect: [0, 0, 1920, 2880], landscapePanelRect: [0, 0, 2880, 1920], portraitPanelRect: [0, 0, 1920, 2880], gravity: 1, id: 548, screenId: 0, displayId: 0
08-30 16:42:50.651  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 4, name: AboveSpecificScene, isActive: true
08-30 16:42:50.651  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 2, name: BelowSpecificScene, isActive: true
08-30 16:42:50.651  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 6, name: AboveFloatContainerScene, isActive: true
08-30 16:42:50.651  1418  1418 I A04200/WINDOW: SCBScene: [SCBKeyboard] keyboard hiding, callingId: 0, animCnt: 1
08-30 16:42:50.651  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: enableShow, newState: 1, name: BelowScenePanel, isActive: true
08-30 16:42:50.651  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: ShowKeyboard id: 548, name: BelowScenePanel, rect: [0, 0, 2880, 1920]
08-30 16:42:50.653 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: refreshKeyboardView, refreshFlag: true, cloudWordrefreshFlag: true
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_KeyboardCanvas: clearTouchMap enter
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_KeyboardTouchHelper: clearTouchMap enter
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_DisplayManager: pre: rotation = 3, screenWidth = 2880, screenHeight = 1920; cur: rotation: 3, screenWidth = 2880, screenHeight = 1920
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_PrivateCommandManage: sendPrivateCommand: {"sys_cmd":1,"functionKeyColor":"#99000000","functionKeyPressColor":"#19000000"}
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_ThemeTrialUseUtils: restoreLastThemeInfo
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_ThemeTrialUseUtils: restoreLastThemeInfo return
08-30 16:42:50.654 31257 31257 I A000ff/HMKeyboard_ThemeTrialUseUtils: exitInSkinTrialUse
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_EnInputManager: capitalizeMode is 0
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_FirstLetterUpperHelp: pwd input , return
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_EnterSendMsgManager: isEnterMsgOpen is same as the last time, ignore.
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_FirstLetterUpperHelp: pwd input , return
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_CeliaWriteHelper: CeliaWriteInputHelper onEditorAttributeChanged isCeliaWriteViewShow: false
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_CeliaAiAgentHelper: CeliaAgentInputHelper onEditorAttributeChanged, isCeliaWriteViewShow: false
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_TextPreviewManager: onEditorAttributeChanged
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_BaseIMEAbilityEventD: onInputStart
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_EditAttributeCache: EditAttributeCache onInputStart
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_InputManager: inputManager reset
08-30 16:42:50.655 31257 31257 I A000ff/HMKeyboard_InputManager: reset return isInitState
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_KeyboardController: processInputType, [object Object]
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_KeyboardController: this.inputPattern:7, inputPattern:7, enterKeyType:6
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_HardwareInputManager: switchPwdSubType: return, is not hard input mode!
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_KeyboardPyWindow: update chinese status on subType change and isZh is false
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_KeyboardToolWindow: panelPosition undefined
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_PrivateCommandManage: sendPrivateCommand: {"sys_cmd":1,"functionKeyColor":"#99000000","functionKeyPressColor":"#19000000"}
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_InputManager: onInputStart
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_InputManager: inputManager reset
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_InputManager: reset return isInitState
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_VoiceInputManager: voice running? false, isCancel? undefined
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_ZhInputConnection: set new client: object, support preview? true
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_EnInputHelper: en onInputStart
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_EnInputHelper: initCursorPosition Start. forceReInit = true
08-30 16:42:50.656 31257 31257 I A000ff/HMKeyboard_EnInputConnection: getForward, range= 51
08-30 16:42:50.657 31257 31257 I A000ff/HMKeyboard_EnInputConnection: set new client: object, support preview? true
08-30 16:42:50.657 31257 31257 I A000ff/HMKeyboard_FakeInputConnection: onInputStart, bundle: com.gxoc.kxbai
08-30 16:42:50.658 31257 31257 I A000ff/HMKeyboard_TextPreviewManager: onInputStart
08-30 16:42:50.658 31257 31257 I A000ff/HMKeyboard_EnterSendMsgManager: isEnterMsgOpen is same as the last time, ignore.
08-30 16:42:50.658 31257 31257 I A000ff/HMKeyboard_ZhEngine: tryToLoadSceneDict
08-30 16:42:50.658 31257 31257 I A000ff/HMKeyboard_EngineTool: unLoadSceneResource call.
08-30 16:42:50.658 31257   980 I A000ff/HMKeyboard_EngineWorker: unLoadSceneResource
08-30 16:42:50.658 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: onPrivateCommand setMode to:undefined
08-30 16:42:50.661 31257 31257 I A000ff/HMKeyboard_pages_index: pages_index onPageHide
08-30 16:42:50.661 31257 31257 I A000ff/HMKeyboard_KeyboardCanvas: isKbdShow: false
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_KeyboardCanvas: clearTouchMap enter
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_KeyboardTouchHelper: clearTouchMap enter
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_DeleteTextHelper: stop delete text
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_KeyboardPopHelper: updateHandWriteOnKbdStatus isHandWriteOnKbdOpen false
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_TranslateInputUtil: closeWhenImmersiveTranslation
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_TranslateInputUtil: closeWhenImmersiveTranslation return
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_BaseKBDDelegateEvent: onCursorContextChange,x:1141,y:575,h:38
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_TextBeforeCursorGett: do getForward
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_BaseKBDDelegateEvent: onSelectionChange, ob: -1, oe: -1, nb: 0, ne: 0
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_KeyboardToolWindow: panelPosition undefined
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_PrefixAssociate: inputText is undefined, return
08-30 16:42:50.662 31257 31257 I A000ff/HMKeyboard_AutoCalcUtil: No character.
08-30 16:42:50.663 31257 31257 I A000ff/HMKeyboard_TextPreviewManager: onSelectionChange
08-30 16:42:50.665 31257 31257 I A000ff/HMKeyboard_MemorySceneCodeRepor: reportMemorySceneCodeEvent suc
08-30 16:42:50.665 31257 31257 I A000ff/HMKeyboard_KeyboardController: KeyboardController onKeyboardShow, verion: 1.1.9.451
08-30 16:42:50.667 31257 31257 I A000ff/HMKeyboard_KeyboardController: tryShowWindow. force: false, isCeliaKeyboard -> true
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_PrivateCommandManage: sendPrivateCommand: {"sys_cmd":1,"toolbarPaddingLeft":0,"toolbarPaddingRight":0}
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_PrivateCommandManage: sendPrivateCommand: {"sys_cmd":1,"patternOption":0}
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_KeyboardController: isKeyboardWindowShowing: false
08-30 16:42:50.668 31257 31257 W A000ff/HMKeyboard_AudioAndHapticFeedba: asyncPreloadSound. currentThemeVolume <= 0. so ignore.
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_KbdHwIdManager: no login, ignore
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_KeyboardController: checkPrivacyChangeStatus
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_PrivacyStatementUtil: checkPrivacyChangeStatus
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_PanelInfoController: panelId is 5f5d1323-76b1-4455-91d2-2c55252c7a16
08-30 16:42:50.668 31257 31257 I A000ff/HMKeyboard_InputPanel: setPrivacyMode: true
08-30 16:42:50.670 31257 31257 I A000ff/HMKeyboard_VoiceCodeManager: showKeyBoardResetAgentSate, hideState:false
08-30 16:42:50.670 31257 31257 I A000ff/HMKeyboard_VoiceEventHelper: do publishData
08-30 16:42:50.670 31257 31257 I A000ff/HMKeyboard_CeliaAiAgentHelper: CeliaAgentInputHelper onKeyboardShow
08-30 16:42:50.670 31257 31257 I A000ff/HMKeyboard_CeliaRecHelper: can not show agent entrance
08-30 16:42:50.671 31257 31257 I A000ff/HMKeyboard_CeliaRecHelper: current bundleName is com.gxoc.kxbai
08-30 16:42:50.671 31257 31257 I A000ff/HMKeyboard_CeliaRecHelper: foreground app is not suitable
08-30 16:42:50.671 31257 31257 I A000ff/HMKeyboard_CeliaRecHelper: setParameter EngineTool.MODE__AGENT_RECOMMENDER false success
08-30 16:42:50.671 31257 31257 I A000ff/HMKeyboard_ClipboardManager: checkIfNeedCutData: capacity(100) this.clipDataList(6)
08-30 16:42:50.671 31257   980 I A00000/ohos_jni_EngineHelper: SetParameter key:21, value:0
08-30 16:42:50.673 31257 31257 I A000ff/HMKeyboard_KbdDeviceInfoUtil: get waterfallDisplayPadding is 0
08-30 16:42:50.673 31257 31257 I A000ff/HMKeyboard_TextBeforeCursorGett: updateTextBeforeCursor end
08-30 16:42:50.674 31257 31257 I A000ff/HMKeyboard_KeyboardCanvas: canvas onDisAppear enter
08-30 16:42:50.675 31257 31257 I A000ff/HMKeyboard_IndexRefresh: this.buildStatus = false, this.buildLock = true
08-30 16:42:50.675 31257 31257 I A000ff/HMKeyboard_IndexRefresh: this.buildStatus = false, this.buildLock = true
08-30 16:42:50.679 31257 31257 I A000ff/HMKeyboard_IndexRefresh: this.buildStatus = false, this.buildLock = true
08-30 16:42:50.682  1418  1418 I A0420b/WMSKeyboard: privateCommandCallback{"functionKeyColor":"#99000000","sys_cmd":1,"functionKeyPressColor":"#19000000"}
08-30 16:42:50.682  1418  1418 I A0420b/WMSKeyboard: privateCommandCallback{"functionKeyColor":"#99000000","sys_cmd":1,"functionKeyPressColor":"#19000000"}
08-30 16:42:50.683  1418  1418 I A0420b/WMSKeyboard: privateCommandCallback{"sys_cmd":1,"toolbarPaddingRight":0,"toolbarPaddingLeft":0}
08-30 16:42:50.683  1418  1418 I A0420b/WMSKeyboard: privateCommandCallback{"patternOption":0,"sys_cmd":1}
08-30 16:42:50.684 31257 31257 I A000ff/HMKeyboard_functionView: aboutToAppear
08-30 16:42:50.684 31257 31257 I A000ff/HMKeyboard_functionView: isShowClip : false
